value,score,parameter
0.7451356833356841,-97.33577791152213,size
0.7451356833356841,-97.33577791152213,size
0.7451356833356841,-97.33577791152213,size
0.7451356833356841,-97.33577791152213,size
0.7377265435538023,-97.43090792744019,size
0.7377265435538023,-97.43090792744019,size
0.7377265435538023,-97.43090792744019,size
0.8395187210606938,-97.08081582553842,size
0.8395187210606938,-97.08081582553842,size
0.8395187210606938,-97.08081582553842,size
0.8395187210606938,-97.08081582553842,size
0.8395187210606938,-97.08081582553842,size
0.9929933642382509,-97.10085689505529,size
0.9929933642382509,-97.10085689505529,size
0.9929933642382509,-97.10085689505529,size
0.9929933642382509,-97.10085689505529,size
0.7470192965886284,-97.31474483844721,size
0.926321840048107,-97.21975976466953,size
0.926321840048107,-97.21975976466953,size
0.926321840048107,-97.21975976466953,size
0.926321840048107,-97.21975976466953,size
0.926321840048107,-97.21975976466953,size
0.926321840048107,-97.21975976466953,size
0.926321840048107,-97.21975976466953,size
0.926321840048107,-97.21975976466953,size
0.926321840048107,-97.21975976466953,size
0.926321840048107,-97.21975976466953,size
0.926321840048107,-97.21975976466953,size
0.7543117540980369,-97.24397331765718,size
0.7543117540980369,-97.24397331765718,size
0.7543117540980369,-97.24397331765718,size
0.8184623425801907,-97.06037339504145,size
0.8184623425801907,-97.06037339504145,size
0.9503682460524412,-97.24571438995574,size
0.9687966337021134,-97.25001312141386,size
0.9687966337021134,-97.25001312141386,size
0.9687966337021134,-97.25001312141386,size
0.9687966337021134,-97.25001312141386,size
0.9687966337021134,-97.25001312141386,size
0.9687966337021134,-97.25001312141386,size
0.874841603453802,-97.13728852855304,size
0.874841603453802,-97.13728852855304,size
0.874841603453802,-97.13728852855304,size
0.874841603453802,-97.13728852855304,size
0.874841603453802,-97.13728852855304,size
0.874841603453802,-97.13728852855304,size
0.874841603453802,-97.13728852855304,size
0.874841603453802,-97.13728852855304,size
0.874841603453802,-97.13728852855304,size
0.874841603453802,-97.13728852855304,size
0.8113470402541227,-97.05811841214813,size
0.8113470402541227,-97.05811841214813,size
0.8113470402541227,-97.05811841214813,size
0.8113470402541227,-97.05811841214813,size
0.8113470402541227,-97.05811841214813,size
0.7437210888105377,-97.35237698409232,size
0.7171004485226102,-97.82586829311123,size
0.7171004485226102,-97.82586829311123,size
0.7171004485226102,-97.82586829311123,size
0.7171004485226102,-97.82586829311123,size
0.7171004485226102,-97.82586829311123,size
0.831045828256922,-97.07061759690845,size
0.831045828256922,-97.07061759690845,size
0.831045828256922,-97.07061759690845,size
0.8102758216316304,-97.05805154707619,size
0.8102758216316304,-97.05805154707619,size
0.802378856434879,-97.06013592469586,size
0.9484939211946819,-97.24425672506165,size
0.9727942465530601,-97.24676722828269,size
0.9727942465530601,-97.24676722828269,size
0.9727942465530601,-97.24676722828269,size
0.9727942465530601,-97.24676722828269,size
0.7787294157395672,-97.10355657302144,size
0.7108121773456182,-97.9947502021266,size
0.7108121773456182,-97.9947502021266,size
0.7108121773456182,-97.9947502021266,size
0.7986778696117356,-97.06287471683865,size
0.8318969248672317,-97.07154047472075,size
0.8318969248672317,-97.07154047472075,size
0.8318969248672317,-97.07154047472075,size
0.8296542340805408,-97.0691635866869,size
0.9764082201054396,-97.24131331859014,size
0.8071492596507321,-97.0583120607311,size
0.8071492596507321,-97.0583120607311,size
0.7705250360297922,-97.13698537049898,size
0.7705250360297922,-97.13698537049898,size
0.7943576232269305,-97.06771661642985,size
0.7943576232269305,-97.06771661642985,size
0.7943576232269305,-97.06771661642985,size
0.7943576232269305,-97.06771661642985,size
0.7943576232269305,-97.06771661642985,size
0.8120945909369528,-97.05821004450114,size
0.8120945909369528,-97.05821004450114,size
0.8549687628259941,-97.1037331607285,size
0.8549687628259941,-97.1037331607285,size
0.7599091993106122,-97.19994577087486,size
0.7962108087866686,-97.06541040789534,size
0.7962108087866686,-97.06541040789534,size
0.7962108087866686,-97.06541040789534,size
0.7962108087866686,-97.06541040789534,size
0.7422452358490377,-97.37045551728141,size
0.7422452358490377,-97.37045551728141,size
0.7422452358490377,-97.37045551728141,size
0.7422452358490377,-97.37045551728141,size
0.9976681688202096,-96.82344506243696,size
0.8294714657058706,-97.06897783369463,size
0.8294714657058706,-97.06897783369463,size
0.8294714657058706,-97.06897783369463,size
0.962173209351211,-97.25119951422242,size
0.962173209351211,-97.25119951422242,size
0.962173209351211,-97.25119951422242,size
0.8870892532247936,-97.1584493665215,size
0.8870892532247936,-97.1584493665215,size
0.8870892532247936,-97.1584493665215,size
0.8870892532247936,-97.1584493665215,size
0.8870892532247936,-97.1584493665215,size
0.8870892532247936,-97.1584493665215,size
0.8870892532247936,-97.1584493665215,size
0.824977455310645,-97.06481908725387,size
0.7835162478976974,-97.08911305160095,size
0.7835162478976974,-97.08911305160095,size
0.7835162478976974,-97.08911305160095,size
0.7835162478976974,-97.08911305160095,size
0.6916250516290732,-98.70172686464916,size
0.7600254665658279,-97.19911701401148,size
0.7600254665658279,-97.19911701401148,size
0.7600254665658279,-97.19911701401148,size
0.7600254665658279,-97.19911701401148,size
0.7600254665658279,-97.19911701401148,size
0.7600254665658279,-97.19911701401148,size
0.7600254665658279,-97.19911701401148,size
0.7600254665658279,-97.19911701401148,size
0.7600254665658279,-97.19911701401148,size
0.7600254665658279,-97.19911701401148,size
0.8726271588050378,-97.13345731984866,size
0.8726271588050378,-97.13345731984866,size
0.8726271588050378,-97.13345731984866,size
0.8726271588050378,-97.13345731984866,size
0.8726271588050378,-97.13345731984866,size
0.8726271588050378,-97.13345731984866,size
0.9797189697539195,-97.23319736434937,size
0.9797189697539195,-97.23319736434937,size
0.7993030720026804,-97.06232484483567,size
0.7993030720026804,-97.06232484483567,size
0.7993030720026804,-97.06232484483567,size
0.7993030720026804,-97.06232484483567,size
0.7993030720026804,-97.06232484483567,size
0.7993030720026804,-97.06232484483567,size
0.7993030720026804,-97.06232484483567,size
0.7993030720026804,-97.06232484483567,size
0.7993030720026804,-97.06232484483567,size
0.7993030720026804,-97.06232484483567,size
0.7993030720026804,-97.06232484483567,size
0.7993030720026804,-97.06232484483567,size
0.7993030720026804,-97.06232484483567,size
0.7993030720026804,-97.06232484483567,size
0.7993030720026804,-97.06232484483567,size
0.7993030720026804,-97.06232484483567,size
0.7993030720026804,-97.06232484483567,size
0.7993030720026804,-97.06232484483567,size
0.6835984068639029,-99.10448224862697,size
0.6835984068639029,-99.10448224862697,size
0.6835984068639029,-99.10448224862697,size
0.6835984068639029,-99.10448224862697,size
0.8083866159084188,-97.05812545445409,size
0.8083866159084188,-97.05812545445409,size
0.8083866159084188,-97.05812545445409,size
0.7882884793012499,-97.07791449843329,size
0.7882884793012499,-97.07791449843329,size
0.7882884793012499,-97.07791449843329,size
0.7882884793012499,-97.07791449843329,size
0.8206284908080186,-97.0616229164179,size
0.9853125670516303,-97.20756101886796,size
0.9944117259296221,-97.05369460921587,size
0.9944117259296221,-97.05369460921587,size
0.9944117259296221,-97.05369460921587,size
0.9944117259296221,-97.05369460921587,size
0.9944117259296221,-97.05369460921587,size
0.9944117259296221,-97.05369460921587,size
0.9944117259296221,-97.05369460921587,size
0.9944117259296221,-97.05369460921587,size
0.9944117259296221,-97.05369460921587,size
0.9944117259296221,-97.05369460921587,size
0.9944117259296221,-97.05369460921587,size
0.9944117259296221,-97.05369460921587,size
0.8701559184100514,-97.12919396041555,size
0.822670363419425,-97.06301433564892,size
0.8506499650697441,-97.09690972917792,size
0.8506499650697441,-97.09690972917792,size
0.8667899712423199,-97.12342031268749,size
0.8667899712423199,-97.12342031268749,size
0.8667899712423199,-97.12342031268749,size
0.8667899712423199,-97.12342031268749,size
0.8526631651111001,-97.10005838481291,size
0.9280156579194243,-97.22199357438213,size
0.9280156579194243,-97.22199357438213,size
0.7908189242596624,-97.07314644410594,size
0.7908189242596624,-97.07314644410594,size
0.6934636097630125,-98.61937358167233,size
0.6997496174839621,-98.36289745587705,size
0.6997496174839621,-98.36289745587705,size
0.6997496174839621,-98.36289745587705,size
0.6997496174839621,-98.36289745587705,size
0.6997496174839621,-98.36289745587705,size
0.6997496174839621,-98.36289745587705,size
0.6997496174839621,-98.36289745587705,size
0.8692975287251297,-97.12771731943431,size
0.9089595259631202,-97.19450556255485,size
0.9089595259631202,-97.19450556255485,size
0.7993633267702953,-97.0622737750673,size
0.7752930334126358,-97.11613399971529,size
0.7752930334126358,-97.11613399971529,size
0.7752930334126358,-97.11613399971529,size
0.7752930334126358,-97.11613399971529,size
0.9499921275120278,-97.24543219511729,size
0.9499921275120278,-97.24543219511729,size
0.9499921275120278,-97.24543219511729,size
0.9499921275120278,-97.24543219511729,size
0.9819723131068985,-97.2251807134287,size
0.9819723131068985,-97.2251807134287,size
0.8229136459515332,-97.0631932944433,size
0.8229136459515332,-97.0631932944433,size
0.8229136459515332,-97.0631932944433,size
0.8229136459515332,-97.0631932944433,size
0.8229136459515332,-97.0631932944433,size
0.8229136459515332,-97.0631932944433,size
0.8229136459515332,-97.0631932944433,size
0.8229136459515332,-97.0631932944433,size
0.8229136459515332,-97.0631932944433,size
0.8229136459515332,-97.0631932944433,size
0.8229136459515332,-97.0631932944433,size
0.8948021684223646,-97.17153572480395,size
0.9240303109678383,-97.21666394210028,size
0.9240303109678383,-97.21666394210028,size
0.9240303109678383,-97.21666394210028,size
0.9240303109678383,-97.21666394210028,size
0.9240303109678383,-97.21666394210028,size
0.9240303109678383,-97.21666394210028,size
0.7693929303448246,-97.14256204805464,size
0.7693929303448246,-97.14256204805464,size
0.9688867148966271,-97.24996503390454,size
0.9480005983730135,-97.2438523346436,size
0.9480005983730135,-97.2438523346436,size
0.9480005983730135,-97.2438523346436,size
0.9480005983730135,-97.2438523346436,size
0.9480005983730135,-97.2438523346436,size
0.9480005983730135,-97.2438523346436,size
0.9480005983730135,-97.2438523346436,size
0.9480005983730135,-97.2438523346436,size
0.9480005983730135,-97.2438523346436,size
0.9480005983730135,-97.2438523346436,size
0.9480005983730135,-97.2438523346436,size
0.6992408540513477,-98.38228233135389,size
0.6992408540513477,-98.38228233135389,size
0.6992408540513477,-98.38228233135389,size
0.6992408540513477,-98.38228233135389,size
0.6992408540513477,-98.38228233135389,size
0.8926797534508679,-97.16796519533352,size
0.9533489431043594,-97.2477526994879,size
0.9533489431043594,-97.2477526994879,size
0.9533489431043594,-97.2477526994879,size
0.9533489431043594,-97.2477526994879,size
0.7752138524166914,-97.116447085826,size
0.7713699226150006,-97.13298492524152,size
0.7713699226150006,-97.13298492524152,size
0.7713699226150006,-97.13298492524152,size
0.7713699226150006,-97.13298492524152,size
0.7713699226150006,-97.13298492524152,size
0.9428545497761964,-97.23917195111814,size
0.8425089299231305,-97.08488446339967,size
0.8425089299231305,-97.08488446339967,size
0.9304481350468001,-97.2251155862735,size
0.9304481350468001,-97.2251155862735,size
0.9304481350468001,-97.2251155862735,size
0.9304481350468001,-97.2251155862735,size
0.9304481350468001,-97.2251155862735,size
0.9304481350468001,-97.2251155862735,size
0.9304481350468001,-97.2251155862735,size
0.7610030938175643,-97.19227954525626,size
0.7610030938175643,-97.19227954525626,size
0.7610030938175643,-97.19227954525626,size
0.8548263630268422,-97.10350422593312,size
0.8548263630268422,-97.10350422593312,size
0.8548263630268422,-97.10350422593312,size
0.8548263630268422,-97.10350422593312,size
0.8548263630268422,-97.10350422593312,size
0.8548263630268422,-97.10350422593312,size
0.8548263630268422,-97.10350422593312,size
0.8548263630268422,-97.10350422593312,size
0.8548263630268422,-97.10350422593312,size
0.8548263630268422,-97.10350422593312,size
0.8548263630268422,-97.10350422593312,size
0.8548263630268422,-97.10350422593312,size
0.8548263630268422,-97.10350422593312,size
0.8548263630268422,-97.10350422593312,size
0.8548263630268422,-97.10350422593312,size
0.8548263630268422,-97.10350422593312,size
0.8548263630268422,-97.10350422593312,size
0.7927263987265287,-97.07004709176702,size
0.7927263987265287,-97.07004709176702,size
0.7927263987265287,-97.07004709176702,size
0.7876872098191241,-97.07916242014598,size
0.7876872098191241,-97.07916242014598,size
0.7876872098191241,-97.07916242014598,size
0.7018802162688675,-98.28420195865782,size
0.7018802162688675,-98.28420195865782,size
0.9629351590496602,-97.25126488649153,size
0.8719817773424812,-97.13234241788788,size
0.8719817773424812,-97.13234241788788,size
0.8719817773424812,-97.13234241788788,size
0.8719817773424812,-97.13234241788788,size
0.8719817773424812,-97.13234241788788,size
0.8719817773424812,-97.13234241788788,size
0.8719817773424812,-97.13234241788788,size
0.8719817773424812,-97.13234241788788,size
0.9366729611606877,-97.23259467711536,size
0.9366729611606877,-97.23259467711536,size
0.9366729611606877,-97.23259467711536,size
0.9366729611606877,-97.23259467711536,size
0.9422425707972197,-97.23856388897809,size
0.9422425707972197,-97.23856388897809,size
0.9422425707972197,-97.23856388897809,size
0.9422425707972197,-97.23856388897809,size
0.7897619780217426,-97.07504462675092,size
0.7897619780217426,-97.07504462675092,size
0.841977148498896,-97.08414546370217,size
0.9199611096994231,-97.21097178115714,size
0.8063964844271472,-97.05848112936044,size
0.8063964844271472,-97.05848112936044,size
0.8063964844271472,-97.05848112936044,size
0.8063964844271472,-97.05848112936044,size
0.9923223939944585,-97.11795879819785,size
0.9923223939944585,-97.11795879819785,size
0.9923223939944585,-97.11795879819785,size
0.7742196398308336,-97.12047081786065,size
0.7742196398308336,-97.12047081786065,size
0.8012008485917874,-97.06087520144091,size
0.8012008485917874,-97.06087520144091,size
0.8012008485917874,-97.06087520144091,size
0.8012008485917874,-97.06087520144091,size
0.8012008485917874,-97.06087520144091,size
0.8012008485917874,-97.06087520144091,size
0.8012008485917874,-97.06087520144091,size
0.8012008485917874,-97.06087520144091,size
0.8012008485917874,-97.06087520144091,size
0.9160141578541858,-97.2052328124049,size
0.9160141578541858,-97.2052328124049,size
0.9160141578541858,-97.2052328124049,size
0.9160141578541858,-97.2052328124049,size
0.8914260126075488,-97.16584416797173,size
0.8914260126075488,-97.16584416797173,size
0.8914260126075488,-97.16584416797173,size
0.8914260126075488,-97.16584416797173,size
0.8914260126075488,-97.16584416797173,size
0.8914260126075488,-97.16584416797173,size
0.8914260126075488,-97.16584416797173,size
0.6967076605805467,-98.48232499020962,size
0.6967076605805467,-98.48232499020962,size
0.6967076605805467,-98.48232499020962,size
0.6967076605805467,-98.48232499020962,size
0.6967076605805467,-98.48232499020962,size
0.6967076605805467,-98.48232499020962,size
0.6967076605805467,-98.48232499020962,size
0.6967076605805467,-98.48232499020962,size
0.6967076605805467,-98.48232499020962,size
0.6967076605805467,-98.48232499020962,size
0.6967076605805467,-98.48232499020962,size
0.8910162346380681,-97.16514914639184,size
0.7141176441313632,-97.90267344088885,size
0.876427780389561,-97.14003622482684,size
0.876427780389561,-97.14003622482684,size
0.876427780389561,-97.14003622482684,size
0.783572165486407,-97.08896408210005,size
0.9204298782380891,-97.2116395736456,size
0.7543392111248142,-97.24373673176109,size
0.7543392111248142,-97.24373673176109,size
0.7543392111248142,-97.24373673176109,size
0.7543392111248142,-97.24373673176109,size
0.9975904241635267,-96.83250622456043,size
0.9975904241635267,-96.83250622456043,size
0.9975904241635267,-96.83250622456043,size
0.9975904241635267,-96.83250622456043,size
0.8517516197122177,-97.09862538012796,size
0.8517516197122177,-97.09862538012796,size
0.7779645230582557,-97.10618906941738,size
0.7779645230582557,-97.10618906941738,size
0.7779645230582557,-97.10618906941738,size
0.8580956200812135,-97.1088190769266,size
0.8580956200812135,-97.1088190769266,size
0.8580956200812135,-97.1088190769266,size
0.8580956200812135,-97.1088190769266,size
0.8580956200812135,-97.1088190769266,size
0.8228481264697836,-97.06314482879674,size
0.8228481264697836,-97.06314482879674,size
0.8228481264697836,-97.06314482879674,size
0.8228481264697836,-97.06314482879674,size
0.8228481264697836,-97.06314482879674,size
0.8228481264697836,-97.06314482879674,size
0.8228481264697836,-97.06314482879674,size
0.8228481264697836,-97.06314482879674,size
0.9309392523806375,-97.22573308512261,size
0.9558164466340986,-97.24914605299814,size
0.9558164466340986,-97.24914605299814,size
0.9558164466340986,-97.24914605299814,size
0.9558164466340986,-97.24914605299814,size
0.9558164466340986,-97.24914605299814,size
0.9558164466340986,-97.24914605299814,size
0.8215414088493609,-97.06222023011303,size
0.9128345176718979,-97.20046784854594,size
0.9128345176718979,-97.20046784854594,size
0.9128345176718979,-97.20046784854594,size
0.7521469922701338,-97.26330452483933,size
0.7521469922701338,-97.26330452483933,size
0.7521469922701338,-97.26330452483933,size
0.7521469922701338,-97.26330452483933,size
0.7521469922701338,-97.26330452483933,size
0.7521469922701338,-97.26330452483933,size
0.7521469922701338,-97.26330452483933,size
0.8262207379703153,-97.06588791698594,size
0.8262207379703153,-97.06588791698594,size
0.8837499029781128,-97.15270659972654,size
0.8837499029781128,-97.15270659972654,size
0.8837499029781128,-97.15270659972654,size
0.8837499029781128,-97.15270659972654,size
0.8837499029781128,-97.15270659972654,size
0.8837499029781128,-97.15270659972654,size
0.8837499029781128,-97.15270659972654,size
0.8837499029781128,-97.15270659972654,size
0.9073596066439453,-97.19199784014216,size
0.8016707520490554,-97.06056588059018,size
0.8016707520490554,-97.06056588059018,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9972343226714926,-96.87104248109003,size
0.9439858815483635,-97.24026877923805,size
0.9439858815483635,-97.24026877923805,size
0.9439858815483635,-97.24026877923805,size
0.8202240094583677,-97.06137142213498,size
0.9487551237573215,-97.24446742772534,size
0.975164791549505,-97.24352293373715,size
0.975164791549505,-97.24352293373715,size
0.975164791549505,-97.24352293373715,size
0.975164791549505,-97.24352293373715,size
0.975164791549505,-97.24352293373715,size
0.975164791549505,-97.24352293373715,size
0.975164791549505,-97.24352293373715,size
0.975164791549505,-97.24352293373715,size
0.975164791549505,-97.24352293373715,size
0.872495825377553,-97.13323036694742,size
0.872495825377553,-97.13323036694742,size
0.872495825377553,-97.13323036694742,size
0.872495825377553,-97.13323036694742,size
0.872495825377553,-97.13323036694742,size
0.872495825377553,-97.13323036694742,size
0.872495825377553,-97.13323036694742,size
0.8046192378988524,-97.05905308126908,size
0.8046192378988524,-97.05905308126908,size
0.8046192378988524,-97.05905308126908,size
0.8463090369991628,-97.09034193181166,size
0.9278628489519016,-97.22179401792704,size
0.9278628489519016,-97.22179401792704,size
0.9278628489519016,-97.22179401792704,size
0.9278628489519016,-97.22179401792704,size
0.9278628489519016,-97.22179401792704,size
0.9278628489519016,-97.22179401792704,size
0.9433487828527194,-97.23965552596272,size
0.9433487828527194,-97.23965552596272,size
0.981329123440593,-97.22772453177492,size
0.981329123440593,-97.22772453177492,size
0.7096579524641531,-98.02871605021488,size
0.9758352071428009,-97.24238001410737,size
0.9758352071428009,-97.24238001410737,size
0.9758352071428009,-97.24238001410737,size
0.988990860330345,-97.17439278999795,size
0.988990860330345,-97.17439278999795,size
0.988990860330345,-97.17439278999795,size
0.988990860330345,-97.17439278999795,size
0.988990860330345,-97.17439278999795,size
0.988990860330345,-97.17439278999795,size
0.988990860330345,-97.17439278999795,size
0.988990860330345,-97.17439278999795,size
0.988990860330345,-97.17439278999795,size
0.988990860330345,-97.17439278999795,size
0.9710526052851065,-97.24848004741273,size
0.9710526052851065,-97.24848004741273,size
0.9883225859623084,-97.18200618466805,size
0.919347094549368,-97.21009251288433,size
0.8347590619335612,-97.07482007590963,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7388852344018799,-97.41464739136377,size
0.7639071401151067,-97.1733087921664,size
0.7639071401151067,-97.1733087921664,size
0.7639071401151067,-97.1733087921664,size
0.7639071401151067,-97.1733087921664,size
0.7639071401151067,-97.1733087921664,size
0.7639071401151067,-97.1733087921664,size
0.7639071401151067,-97.1733087921664,size
0.9722684840353844,-97.24733842045933,size
0.7906636085086722,-97.07341715113203,size
0.7906636085086722,-97.07341715113203,size
0.7906636085086722,-97.07341715113203,size
0.7906636085086722,-97.07341715113203,size
0.9341398076513396,-97.22964516279559,size
0.8935160392838801,-97.16937520649938,size
0.8935160392838801,-97.16937520649938,size
0.8935160392838801,-97.16937520649938,size
0.8935160392838801,-97.16937520649938,size
0.8935160392838801,-97.16937520649938,size
0.8935160392838801,-97.16937520649938,size
0.8935160392838801,-97.16937520649938,size
0.8935160392838801,-97.16937520649938,size
0.8935160392838801,-97.16937520649938,size
0.9208365640535254,-97.2122164506266,size
0.9208365640535254,-97.2122164506266,size
0.9208365640535254,-97.2122164506266,size
0.906216492436442,-97.19019065676355,size
0.906216492436442,-97.19019065676355,size
0.906216492436442,-97.19019065676355,size
0.7759996575895636,-97.11338743665766,size
0.7759996575895636,-97.11338743665766,size
0.7759996575895636,-97.11338743665766,size
0.7759996575895636,-97.11338743665766,size
0.9106535105169704,-97.19713201911088,size
0.9106535105169704,-97.19713201911088,size
0.9106535105169704,-97.19713201911088,size
0.9106535105169704,-97.19713201911088,size
0.9106535105169704,-97.19713201911088,size
0.9106535105169704,-97.19713201911088,size
0.7272820852956576,-97.6038414695759,size
0.9471771330304279,-97.24315897881625,size
0.9471771330304279,-97.24315897881625,size
0.8713953296059622,-97.13133017079356,size
0.8000100914278272,-97.06174665592809,size
0.7586266169110809,-97.20931205070282,size
0.7586266169110809,-97.20931205070282,size
0.9478579854910119,-97.2437338816242,size
0.9478579854910119,-97.2437338816242,size
0.7553855680727994,-97.23487741953751,size
0.9143910228969347,-97.20281545235302,size
0.8326220666196247,-97.07234620000317,size
0.8326220666196247,-97.07234620000317,size
0.8326220666196247,-97.07234620000317,size
0.8326220666196247,-97.07234620000317,size
0.7765370191637213,-97.11135531160329,size
0.9819097524587188,-97.22543809876404,size
0.9819097524587188,-97.22543809876404,size
